time,q,p,r
202,True,True,False
203,False,True,False
204,False,True,False
205,False,True,False
206,False,True,False
207,False,True,True
208,False,False,False
209,True,True,False
210,False,True,False
211,False,True,False
212,False,True,False
213,False,True,False
214,False,True,False
215,False,True,False
216,False,True,True
217,False,False,False
218,True,True,False
219,False,True,False
220,False,True,False
221,False,True,False
222,False,True,False
223,False,True,False
224,False,True,True
225,False,False,False
226,True,True,False
227,False,True,False
228,False,True,False
229,False,True,False
230,False,True,False
231,False,True,False
232,False,True,False
233,False,True,True
234,False,False,False
235,True,True,False
236,False,True,False
237,False,True,False
238,False,True,False
239,False,True,False
240,False,True,False
241,False,True,False
242,False,True,False
243,False,True,False
244,False,True,True
245,False,False,False
246,True,True,False
247,False,True,False
248,False,True,False
249,False,True,False
250,False,True,True
251,False,False,False
252,True,True,False
253,False,True,False
254,False,True,False
255,False,True,False
256,False,True,True
257,False,False,False
258,True,True,False
259,False,True,False
260,False,True,False
261,False,True,False
262,False,True,False
263,False,True,False
264,False,True,False
265,False,True,False
266,False,True,False
267,False,True,True
268,False,False,False
269,True,True,False
270,False,True,False
271,False,True,False
272,False,True,False
273,False,True,False
274,False,True,False
275,False,True,False
276,False,True,True
277,False,False,False
278,True,True,False
279,False,True,False
280,False,True,False
281,False,True,False
282,False,True,False
283,False,True,True
284,False,False,False
285,True,True,False
286,False,True,False
287,False,True,False
288,False,True,False
289,False,True,True
290,False,False,False
291,True,True,False
292,False,True,False
293,False,True,False
294,False,True,False
295,False,True,False
296,False,True,False
297,False,True,True
298,False,False,False
299,True,True,False
300,False,True,False
301,False,True,False
302,False,True,False
303,False,True,False
304,False,True,True
305,False,False,False
306,True,True,False
307,False,True,False
308,False,True,False
309,False,True,False
310,False,True,False
311,False,True,False
312,False,True,True
313,False,False,False
314,True,True,False
315,False,True,False
316,False,True,False
317,False,True,False
318,False,True,False
319,False,True,False
320,False,True,False
321,False,True,True
322,False,False,False
323,True,True,False
324,False,True,False
325,False,True,False
326,False,True,False
327,False,True,True
328,False,False,False
329,True,True,False
330,False,True,False
331,False,True,False
332,False,True,False
333,False,True,False
334,False,True,False
335,False,True,False
336,False,True,False
337,False,True,True
338,False,False,False
339,True,True,False
340,False,True,False
341,False,True,False
342,False,True,False
343,False,True,False
344,False,True,False
345,False,True,True
346,False,False,False
347,True,True,False
348,False,True,False
349,False,True,False
350,False,True,False
351,False,True,False
352,False,True,False
353,False,True,False
354,False,True,False
355,False,True,False
356,False,True,True
357,False,False,False
358,True,True,False
359,False,True,False
360,False,True,False
361,False,True,False
362,False,True,False
363,False,True,True
364,False,False,False
365,True,True,False
366,False,True,False
367,False,True,False
368,False,True,False
369,False,True,False
370,False,True,False
371,False,True,False
372,False,True,False
373,False,True,False
374,False,True,True
375,False,False,False
376,True,True,False
377,False,True,False
378,False,True,False
379,False,True,False
380,False,True,True
381,False,False,False
382,True,True,False
383,False,True,False
384,False,True,False
385,False,True,False
386,False,True,False
387,False,True,False
388,False,True,False
389,False,True,False
390,False,True,False
391,False,True,False
392,False,True,True
393,False,False,False
394,True,True,False
395,False,True,False
396,False,True,False
397,False,True,False
398,False,True,False
399,False,True,False
400,False,True,True
401,False,False,False
402,True,True,False
403,False,True,False
404,False,True,False
405,False,True,False
406,False,True,False
407,False,True,False
408,False,True,False
409,False,True,False
410,False,True,True
411,False,False,False
412,True,True,False
413,False,True,False
414,False,True,False
415,False,True,False
416,False,True,True
417,False,False,False
418,True,True,False
419,False,True,False
420,False,True,False
421,False,True,False
422,False,True,False
423,False,True,True
424,False,False,False
425,True,True,False
426,False,True,False
427,False,True,False
428,False,True,False
429,False,True,False
430,False,True,False
431,False,True,False
432,False,True,False
433,False,True,False
434,False,True,True
435,False,False,False
436,True,True,False
437,False,True,False
438,False,True,False
439,False,True,False
440,False,True,False
441,False,True,True
442,False,False,False
443,True,True,False
444,False,True,False
445,False,True,False
446,False,True,False
447,False,True,False
448,False,True,False
449,False,True,False
450,False,True,False
451,False,True,True
452,False,False,False
453,True,True,False
454,False,True,False
455,False,True,False
456,False,True,False
457,False,True,False
458,False,True,False
459,False,True,False
460,False,True,False
461,False,True,False
462,False,True,True
463,False,False,False
464,True,True,False
465,False,True,False
466,False,True,False
467,False,True,False
468,False,True,False
469,False,True,False
470,False,True,False
471,False,True,True
472,False,False,False
473,True,True,False
474,False,True,False
475,False,True,False
476,False,True,False
477,False,True,False
478,False,True,False
479,False,True,False
480,False,True,True
481,False,False,False
482,True,True,False
483,False,True,False
484,False,True,False
485,False,True,False
486,False,True,False
487,False,True,False
488,False,True,False
489,False,True,True
490,False,False,False
491,True,True,False
492,False,True,False
493,False,True,False
494,False,True,False
495,False,True,False
496,False,True,True
497,False,False,False
498,True,True,False
499,False,True,False
500,False,True,False
501,False,True,False
502,False,True,False
503,False,True,True
504,False,False,False
505,True,True,False
506,False,True,False
507,False,True,False
508,False,True,False
509,False,True,False
510,False,True,False
511,False,True,False
512,False,True,False
513,False,True,True
514,False,False,False
515,True,True,False
516,False,True,False
517,False,True,False
518,False,True,False
519,False,True,False
520,False,True,False
521,False,True,True
522,False,False,False
523,True,True,False
524,False,True,False
525,False,True,False
526,False,True,False
527,False,True,True
528,False,False,False
529,True,True,False
530,False,True,False
531,False,True,False
532,False,True,False
533,False,True,False
534,False,True,False
535,False,True,False
536,False,True,False
537,False,True,False
538,False,True,False
539,False,True,True
540,False,False,False
541,True,True,False
542,False,True,False
543,False,True,False
544,False,True,False
545,False,True,True
546,False,False,False
547,True,True,False
548,False,True,False
549,False,True,False
550,False,True,False
551,False,True,False
552,False,True,False
553,False,True,False
554,False,True,False
555,False,True,False
556,False,True,True
557,False,False,False
558,True,True,False
559,False,True,False
560,False,True,False
561,False,True,False
562,False,True,True
563,False,False,False
564,True,True,False
565,False,True,False
566,False,True,False
567,False,True,False
568,False,True,True
569,False,False,False
570,True,True,False
571,False,True,False
572,False,True,False
573,False,True,False
574,False,True,True
575,False,False,False
576,True,True,False
577,False,True,False
578,False,True,False
579,False,True,False
580,False,True,True
581,False,False,False
582,True,True,False
583,False,True,False
584,False,True,False
585,False,True,False
586,False,True,False
587,False,True,True
588,False,False,False
589,True,True,False
590,False,True,False
591,False,True,False
592,False,True,False
593,False,True,False
594,False,True,True
595,False,False,False
596,True,True,False
597,False,True,False
598,False,True,False
599,False,True,False
600,False,True,False
601,False,True,True
602,False,False,False
603,True,True,False
604,False,True,False
605,False,True,False
606,False,True,False
607,False,True,False
608,False,True,False
609,False,True,False
610,False,True,False
611,False,True,False
612,False,True,False
613,False,True,True
614,False,False,False
615,True,True,False
616,False,True,False
617,False,True,False
618,False,True,False
619,False,True,False
620,False,True,False
621,False,True,False
622,False,True,False
623,False,True,False
624,False,True,False
625,False,True,True
626,False,False,False
627,True,True,False
628,False,True,False
629,False,True,False
630,False,True,False
631,False,True,False
632,False,True,False
633,False,True,False
634,False,True,False
635,False,True,False
636,False,True,True
637,False,False,False
638,True,True,False
639,False,True,False
640,False,True,False
641,False,True,False
642,False,True,True
643,False,False,False
644,True,True,False
645,False,True,False
646,False,True,False
647,False,True,False
648,False,True,False
649,False,True,True
650,False,False,False
651,True,True,False
652,False,True,False
653,False,True,False
654,False,True,False
655,False,True,False
656,False,True,False
657,False,True,False
658,False,True,False
659,False,True,False
660,False,True,False
661,False,True,True
662,False,False,False
663,True,True,False
664,False,True,False
665,False,True,False
666,False,True,False
667,False,True,False
668,False,True,False
669,False,True,False
670,False,True,False
671,False,True,True
672,False,False,False
673,True,True,False
674,False,True,False
675,False,True,False
676,False,True,False
677,False,True,False
678,False,True,False
679,False,True,False
680,False,True,False
681,False,True,False
682,False,True,True
683,False,False,False
684,True,True,False
685,False,True,False
686,False,True,False
687,False,True,False
688,False,True,False
689,False,True,False
690,False,True,False
691,False,True,False
692,False,True,False
693,False,True,False
694,False,True,True
695,False,False,False
696,True,True,False
697,False,True,False
698,False,True,False
699,False,True,False
700,False,True,False
701,False,True,False
702,False,True,False
703,False,True,True
704,False,False,False
705,True,True,False
706,False,True,False
707,False,True,False
708,False,True,False
709,False,True,False
710,False,True,False
711,False,True,False
712,False,True,True
713,False,False,False
714,True,True,False
715,False,True,False
716,False,True,False
717,False,True,False
718,False,True,False
719,False,True,False
720,False,True,False
721,False,True,False
722,False,True,False
723,False,True,False
724,False,True,True
725,False,False,False
726,True,True,False
727,False,True,False
728,False,True,False
729,False,True,False
730,False,True,False
731,False,True,False
732,False,True,False
733,False,True,False
734,False,True,False
735,False,True,True
736,False,False,False
737,True,True,False
738,False,True,False
739,False,True,False
740,False,True,False
741,False,True,False
742,False,True,False
743,False,True,False
744,False,True,False
745,False,True,False
746,False,True,False
747,False,True,True
748,False,False,False
749,True,True,False
750,False,True,False
751,False,True,False
752,False,True,False
753,False,True,False
754,False,True,False
755,False,True,True
756,False,False,False
757,True,True,False
758,False,True,False
759,False,True,False
760,False,True,False
761,False,True,False
762,False,True,False
763,False,True,False
764,False,True,True
765,False,False,False
766,True,True,False
767,False,True,False
768,False,True,False
769,False,True,False
770,False,True,False
771,False,True,False
772,False,True,False
773,False,True,True
774,False,False,False
775,True,True,False
776,False,True,False
777,False,True,False
778,False,True,False
779,False,True,False
780,False,True,True
781,False,False,False
782,True,True,False
783,False,True,False
784,False,True,False
785,False,True,False
786,False,True,False
787,False,True,False
788,False,True,False
789,False,True,False
790,False,True,False
791,False,True,True
792,False,False,False
793,True,True,False
794,False,True,False
795,False,True,False
796,False,True,False
797,False,True,False
798,False,True,False
799,False,True,False
800,False,True,True
801,False,False,False
802,True,True,False
803,False,True,False
804,False,True,False
805,False,True,False
806,False,True,False
807,False,True,False
808,False,True,False
809,False,True,False
810,False,True,True
811,False,False,False
812,True,True,False
813,False,True,False
814,False,True,False
815,False,True,False
816,False,True,False
817,False,True,False
818,False,True,False
819,False,True,True
820,False,False,False
821,True,True,False
822,False,True,False
823,False,True,False
824,False,True,False
825,False,True,False
826,False,True,False
827,False,True,False
828,False,True,False
829,False,True,False
830,False,True,True
831,False,False,False
832,True,True,False
833,False,True,False
834,False,True,False
835,False,True,False
836,False,True,False
837,False,True,False
838,False,True,True
839,False,False,False
840,True,True,False
841,False,True,False
842,False,True,False
843,False,True,False
844,False,True,False
845,False,True,False
846,False,True,True
847,False,False,False
848,True,True,False
849,False,True,False
850,False,True,False
851,False,True,False
852,False,True,False
853,False,True,False
854,False,True,True
855,False,False,False
856,True,True,False
857,False,True,False
858,False,True,False
859,False,True,False
860,False,True,False
861,False,True,False
862,False,True,False
863,False,True,False
864,False,True,True
865,False,False,False
866,True,True,False
867,False,True,False
868,False,True,False
869,False,True,False
870,False,True,True
871,False,False,False
872,True,True,False
873,False,True,False
874,False,True,False
875,False,True,False
876,False,True,False
877,False,True,True
878,False,False,False
879,True,True,False
880,False,True,False
881,False,True,False
882,False,True,False
883,False,True,False
884,False,True,False
885,False,True,False
886,False,True,False
887,False,True,True
888,False,False,False
889,True,True,False
890,False,True,False
891,False,True,False
892,False,True,False
893,False,True,False
894,False,True,False
895,False,True,False
896,False,True,True
897,False,False,False
898,True,True,False
899,False,True,False
900,False,True,False
901,False,True,False
902,False,True,False
903,False,True,False
904,False,True,False
905,False,True,False
906,False,True,False
907,False,True,False
908,False,True,True
909,False,False,False
910,True,True,False
911,False,True,False
912,False,True,False
913,False,True,False
914,False,True,False
915,False,True,False
916,False,True,False
917,False,True,False
918,False,True,False
919,False,True,False
920,False,True,True
921,False,False,False
922,True,True,False
923,False,True,False
924,False,True,False
925,False,True,False
926,False,True,False
927,False,True,False
928,False,True,False
929,False,True,True
930,False,False,False
931,True,True,False
932,False,True,False
933,False,True,False
934,False,True,False
935,False,True,False
936,False,True,False
937,False,True,False
938,False,True,False
939,False,True,False
940,False,True,False
941,False,True,True
942,False,False,False
943,True,True,False
944,False,True,False
945,False,True,False
946,False,True,False
947,False,True,False
948,False,True,False
949,False,True,False
950,False,True,True
951,False,False,False
952,True,True,False
953,False,True,False
954,False,True,False
955,False,True,False
956,False,True,False
957,False,True,False
958,False,True,False
959,False,True,True
960,False,False,False
961,True,True,False
962,False,True,False
963,False,True,False
964,False,True,False
965,False,True,True
966,False,False,False
967,True,True,False
968,False,True,False
969,False,True,False
970,False,True,False
971,False,True,False
972,False,True,False
973,False,True,False
974,False,True,False
975,False,True,False
976,False,True,True
977,False,False,False
978,True,True,False
979,False,True,False
980,False,True,False
981,False,True,False
982,False,True,False
983,False,True,False
984,False,True,False
985,False,True,False
986,False,True,False
987,False,True,False
988,False,True,True
989,False,False,False
990,True,True,False
991,False,True,False
992,False,True,False
993,False,True,False
994,False,True,False
995,False,True,False
996,False,True,False
997,False,True,True
998,False,False,False
999,True,True,False
1000,False,True,False
1001,False,True,False
1002,False,True,False
1003,False,True,False
1004,False,True,True
1005,False,False,False
1006,True,True,False
1007,False,True,False
1008,False,True,False
1009,False,True,False
1010,False,True,False
1011,False,True,True
1012,False,False,False
1013,True,True,False
1014,False,True,False
1015,False,True,False
1016,False,True,False
1017,False,True,False
1018,False,True,False
1019,False,True,False
1020,False,True,False
1021,False,True,False
1022,False,True,True
1023,False,False,False
1024,True,True,False
1025,False,True,False
1026,False,True,False
1027,False,True,False
1028,False,True,True
1029,False,False,False
1030,True,True,False
1031,False,True,False
1032,False,True,False
1033,False,True,False
1034,False,True,False
1035,False,True,False
1036,False,True,False
1037,False,True,False
1038,False,True,False
1039,False,True,False
1040,False,True,True
1041,False,False,False
1042,True,True,False
1043,False,True,False
1044,False,True,False
1045,False,True,False
1046,False,True,False
1047,False,True,False
1048,False,True,False
1049,False,True,False
1050,False,True,False
1051,False,True,False
1052,False,True,True
1053,False,False,False
1054,True,True,False
1055,False,True,False
1056,False,True,False
1057,False,True,False
1058,False,True,False
1059,False,True,False
1060,False,True,False
1061,False,True,True
1062,False,False,False
1063,True,True,False
1064,False,True,False
1065,False,True,False
1066,False,True,False
1067,False,True,False
1068,False,True,False
1069,False,True,True
1070,False,False,False
1071,True,True,False
1072,False,True,False
1073,False,True,False
1074,False,True,False
1075,False,True,True
1076,False,False,False
1077,True,True,False
1078,False,True,False
1079,False,True,False
1080,False,True,False
1081,False,True,False
1082,False,True,True
1083,False,False,False
1084,True,True,False
1085,False,True,False
1086,False,True,False
1087,False,True,False
1088,False,True,False
1089,False,True,False
1090,False,True,False
1091,False,True,False
1092,False,True,False
1093,False,True,True
1094,False,False,False
1095,True,True,False
1096,False,True,False
1097,False,True,False
1098,False,True,False
1099,False,True,False
1100,False,True,False
1101,False,True,False
1102,False,True,False
1103,False,True,False
1104,False,True,False
1105,False,True,True
1106,False,False,False
1107,True,True,False
1108,False,True,False
1109,False,True,False
1110,False,True,False
1111,False,True,False
1112,False,True,True
1113,False,False,False
1114,True,True,False
1115,False,True,False
1116,False,True,False
1117,False,True,False
1118,False,True,False
1119,False,True,False
1120,False,True,True
1121,False,False,False
1122,True,True,False
1123,False,True,False
1124,False,True,False
1125,False,True,False
1126,False,True,False
1127,False,True,False
1128,False,True,True
1129,False,False,False
1130,True,True,False
1131,False,True,False
1132,False,True,False
1133,False,True,False
1134,False,True,False
1135,False,True,False
1136,False,True,False
1137,False,True,True
1138,False,False,False
1139,True,True,False
1140,False,True,False
1141,False,True,False
1142,False,True,False
1143,False,True,False
1144,False,True,True
1145,False,False,False
1146,True,True,False
1147,False,True,False
1148,False,True,False
1149,False,True,False
1150,False,True,False
1151,False,True,False
1152,False,True,False
1153,False,True,False
1154,False,True,False
1155,False,True,False
1156,False,True,True
1157,False,False,False
1158,True,True,False
1159,False,True,False
1160,False,True,False
1161,False,True,False
1162,False,True,False
1163,False,True,False
1164,False,True,False
1165,False,True,True
1166,False,False,False
1167,True,True,False
1168,False,True,False
1169,False,True,False
1170,False,True,False
1171,False,True,False
1172,False,True,False
1173,False,True,False
1174,False,True,False
1175,False,True,True
1176,False,False,False
1177,True,True,False
1178,False,True,False
1179,False,True,False
1180,False,True,False
1181,False,True,False
1182,False,True,False
1183,False,True,False
1184,False,True,False
1185,False,True,False
1186,False,True,False
1187,False,True,True
1188,False,False,False
1189,True,True,False
1190,False,True,False
1191,False,True,False
1192,False,True,False
1193,False,True,False
1194,False,True,True
1195,False,False,False
1196,True,True,False
1197,False,True,False
1198,False,True,False
1199,False,True,False
1200,False,True,True
1201,False,False,False
1202,True,True,False
1203,False,True,False
1204,False,True,False
1205,False,True,False
1206,False,True,False
1207,False,True,False
1208,False,True,False
1209,False,True,False
1210,False,True,False
1211,False,True,True
1212,False,False,False
1213,True,True,False
1214,False,True,False
1215,False,True,False
1216,False,True,False
1217,False,True,False
1218,False,True,False
1219,False,True,False
1220,False,True,False
1221,False,True,True
1222,False,False,False
1223,True,True,False
1224,False,True,False
1225,False,True,False
1226,False,True,False
1227,False,True,False
1228,False,True,False
1229,False,True,False
1230,False,True,True
1231,False,False,False
1232,True,True,False
1233,False,True,False
1234,False,True,False
1235,False,True,False
1236,False,True,False
1237,False,True,True
1238,False,False,False
1239,True,True,False
1240,False,True,False
1241,False,True,False
1242,False,True,False
1243,False,True,False
1244,False,True,False
1245,False,True,False
1246,False,True,False
1247,False,True,True
1248,False,False,False
1249,True,True,False
1250,False,True,False
1251,False,True,False
1252,False,True,False
1253,False,True,False
1254,False,True,False
1255,False,True,False
1256,False,True,False
1257,False,True,False
1258,False,True,False
1259,False,True,True
1260,False,False,False
1261,True,True,False
1262,False,True,False
1263,False,True,False
1264,False,True,False
1265,False,True,False
1266,False,True,False
1267,False,True,False
1268,False,True,True
1269,False,False,False
1270,True,True,False
1271,False,True,False
1272,False,True,False
1273,False,True,False
1274,False,True,False
1275,False,True,False
1276,False,True,False
1277,False,True,False
1278,False,True,True
1279,False,False,False
1280,True,True,False
1281,False,True,False
1282,False,True,False
1283,False,True,False
1284,False,True,False
1285,False,True,False
1286,False,True,False
1287,False,True,False
1288,False,True,False
1289,False,True,True
1290,False,False,False
1291,True,True,False
1292,False,True,False
1293,False,True,False
1294,False,True,False
1295,False,True,False
1296,False,True,False
1297,False,True,False
1298,False,True,False
1299,False,True,False
1300,False,True,True
1301,False,False,False
1302,True,True,False
1303,False,True,False
1304,False,True,False
1305,False,True,False
1306,False,True,False
1307,False,True,False
1308,False,True,False
1309,False,True,False
1310,False,True,True
1311,False,False,False
1312,True,True,False
1313,False,True,False
1314,False,True,False
1315,False,True,False
1316,False,True,False
1317,False,True,True
1318,False,False,False
1319,True,True,False
1320,False,True,False
1321,False,True,False
1322,False,True,False
1323,False,True,False
1324,False,True,False
1325,False,True,False
1326,False,True,False
1327,False,True,False
1328,False,True,False
1329,False,True,True
1330,False,False,False
1331,True,True,False
1332,False,True,False
1333,False,True,False
1334,False,True,False
1335,False,True,False
1336,False,True,False
1337,False,True,False
1338,False,True,True
1339,False,False,False
1340,True,True,False
1341,False,True,False
1342,False,True,False
1343,False,True,False
1344,False,True,True
1345,False,False,False
1346,True,True,False
1347,False,True,False
1348,False,True,False
1349,False,True,False
1350,False,True,False
1351,False,True,False
1352,False,True,False
1353,False,True,False
1354,False,True,False
1355,False,True,False
1356,False,True,True
1357,False,False,False
1358,True,True,False
1359,False,True,False
1360,False,True,False
1361,False,True,False
1362,False,True,False
1363,False,True,False
1364,False,True,False
1365,False,True,False
1366,False,True,True
1367,False,False,False
1368,True,True,False
1369,False,True,False
1370,False,True,False
1371,False,True,False
1372,False,True,False
1373,False,True,False
1374,False,True,False
1375,False,True,False
1376,False,True,False
1377,False,True,True
1378,False,False,False
1379,True,True,False
1380,False,True,False
1381,False,True,False
1382,False,True,False
1383,False,True,False
1384,False,True,False
1385,False,True,False
1386,False,True,False
1387,False,True,False
1388,False,True,True
1389,False,False,False
1390,True,True,False
1391,False,True,False
1392,False,True,False
1393,False,True,False
1394,False,True,False
1395,False,True,False
1396,False,True,False
1397,False,True,False
1398,False,True,False
1399,False,True,True
1400,False,False,False
1401,True,True,False
1402,False,True,False
1403,False,True,False
1404,False,True,False
1405,False,True,False
1406,False,True,True
1407,False,False,False
1408,True,True,False
1409,False,True,False
1410,False,True,False
1411,False,True,False
1412,False,True,False
1413,False,True,True
1414,False,False,False
1415,True,True,False
1416,False,True,False
1417,False,True,False
1418,False,True,False
1419,False,True,False
1420,False,True,False
1421,False,True,False
1422,False,True,False
1423,False,True,False
1424,False,True,False
1425,False,True,True
1426,False,False,False
1427,True,True,False
1428,False,True,False
1429,False,True,False
1430,False,True,False
1431,False,True,False
1432,False,True,False
1433,False,True,False
1434,False,True,False
1435,False,True,False
1436,False,True,True
1437,False,False,False
1438,True,True,False
1439,False,True,False
1440,False,True,False
1441,False,True,False
1442,False,True,False
1443,False,True,False
1444,False,True,False
1445,False,True,False
1446,False,True,True
1447,False,False,False
1448,True,True,False
1449,False,True,False
1450,False,True,False
1451,False,True,False
1452,False,True,False
1453,False,True,True
1454,False,False,False
1455,True,True,False
1456,False,True,False
1457,False,True,False
1458,False,True,False
1459,False,True,False
1460,False,True,False
1461,False,True,False
1462,False,True,False
1463,False,True,True
1464,False,False,False
1465,True,True,False
1466,False,True,False
1467,False,True,False
1468,False,True,False
1469,False,True,False
1470,False,True,False
1471,False,True,False
1472,False,True,False
1473,False,True,False
1474,False,True,False
1475,False,True,True
1476,False,False,False
1477,True,True,False
1478,False,True,False
1479,False,True,False
1480,False,True,False
1481,False,True,True
1482,False,False,False
1483,True,True,False
1484,False,True,False
1485,False,True,False
1486,False,True,False
1487,False,True,True
1488,False,False,False
1489,True,True,False
1490,False,True,False
1491,False,True,False
1492,False,True,False
1493,False,True,True
1494,False,False,False
1495,True,True,False
1496,False,True,False
1497,False,True,False
1498,False,True,False
1499,False,True,False
1500,False,True,False
1501,False,True,True
1502,False,False,False
1503,True,True,False
1504,False,True,False
1505,False,True,False
1506,False,True,False
1507,False,True,False
1508,False,True,False
1509,False,True,False
1510,False,True,False
1511,False,True,False
1512,False,True,False
1513,False,True,True
1514,False,False,False
1515,True,True,False
1516,False,True,False
1517,False,True,False
1518,False,True,False
1519,False,True,False
1520,False,True,False
1521,False,True,True
1522,False,False,False
1523,True,True,False
1524,False,True,False
1525,False,True,False
1526,False,True,False
1527,False,True,False
1528,False,True,False
1529,False,True,True
1530,False,False,False
1531,True,True,False
1532,False,True,False
1533,False,True,False
1534,False,True,False
1535,False,True,False
1536,False,True,False
1537,False,True,True
1538,False,False,False
1539,True,True,False
1540,False,True,False
1541,False,True,False
1542,False,True,False
1543,False,True,False
1544,False,True,False
1545,False,True,False
1546,False,True,False
1547,False,True,False
1548,False,True,False
1549,False,True,True
1550,False,False,False
1551,True,True,False
1552,False,True,False
1553,False,True,False
1554,False,True,False
1555,False,True,False
1556,False,True,False
1557,False,True,True
1558,False,False,False
1559,True,True,False
1560,False,True,False
1561,False,True,False
1562,False,True,False
1563,False,True,False
1564,False,True,False
1565,False,True,False
1566,False,True,False
1567,False,True,False
1568,False,True,False
1569,False,True,True
1570,False,False,False
1571,True,True,False
1572,False,True,False
1573,False,True,False
1574,False,True,False
1575,False,True,True
1576,False,False,False
1577,True,True,False
1578,False,True,False
1579,False,True,False
1580,False,True,False
1581,False,True,False
1582,False,True,False
1583,False,True,True
1584,False,False,False
1585,True,True,False
1586,False,True,False
1587,False,True,False
1588,False,True,False
1589,False,True,False
1590,False,True,False
1591,False,True,False
1592,False,True,True
1593,False,False,False
1594,True,True,False
1595,False,True,False
1596,False,True,False
1597,False,True,False
1598,False,True,False
1599,False,True,False
1600,False,True,False
1601,False,True,True
1602,False,False,False
1603,True,True,False
1604,False,True,False
1605,False,True,False
1606,False,True,False
1607,False,True,False
1608,False,True,True
1609,False,False,False
1610,True,True,False
1611,False,True,False
1612,False,True,False
1613,False,True,False
1614,False,True,False
1615,False,True,False
1616,False,True,True
1617,False,False,False
1618,True,True,False
1619,False,True,False
1620,False,True,False
1621,False,True,False
1622,False,True,False
1623,False,True,False
1624,False,True,False
1625,False,True,False
1626,False,True,False
1627,False,True,False
1628,False,True,True
1629,False,False,False
1630,True,True,False
1631,False,True,False
1632,False,True,False
1633,False,True,False
1634,False,True,True
1635,False,False,False
1636,True,True,False
1637,False,True,False
1638,False,True,False
1639,False,True,False
1640,False,True,False
1641,False,True,False
1642,False,True,False
1643,False,True,False
1644,False,True,False
1645,False,True,True
1646,False,False,False
1647,True,True,False
1648,False,True,False
1649,False,True,False
1650,False,True,False
1651,False,True,True
1652,False,False,False
1653,True,True,False
1654,False,True,False
1655,False,True,False
1656,False,True,False
1657,False,True,False
1658,False,True,False
1659,False,True,False
1660,False,True,False
1661,False,True,False
1662,False,True,True
1663,False,False,False
