time,p,s
2141,False,False
2142,False,False
2143,False,False
2144,False,False
2145,False,True
2146,True,False
2147,False,False
2148,False,False
2149,False,False
2150,False,False
2151,False,False
2152,False,False
2153,False,False
2154,False,False
2155,False,False
2156,False,True
2157,True,False
2158,False,False
2159,False,False
2160,False,False
2161,False,False
2162,False,False
2163,False,False
2164,False,True
2165,True,False
2166,False,False
2167,False,False
2168,False,False
2169,False,False
2170,False,True
2171,True,False
2172,False,False
2173,False,False
2174,False,False
2175,False,False
2176,False,False
2177,False,True
2178,True,False
2179,False,False
2180,False,False
2181,False,False
2182,False,False
2183,False,False
2184,False,False
2185,False,False
2186,False,False
2187,False,False
2188,False,True
2189,True,False
2190,False,False
2191,False,False
2192,False,False
2193,False,True
2194,True,False
2195,False,False
2196,False,False
2197,False,False
2198,False,True
2199,True,False
2200,False,False
2201,False,False
2202,False,False
2203,False,False
2204,False,False
2205,False,False
2206,False,True
2207,True,False
2208,False,False
2209,False,False
2210,False,False
2211,False,False
2212,False,False
2213,False,False
2214,False,False
2215,False,False
2216,False,True
2217,True,False
2218,False,False
2219,False,False
2220,False,False
2221,False,True
2222,True,False
2223,False,False
2224,False,False
2225,False,False
2226,False,True
2227,True,False
2228,False,False
2229,False,False
2230,False,False
2231,False,True
2232,True,False
2233,False,False
2234,False,False
2235,False,False
2236,False,False
2237,False,False
2238,False,False
2239,False,False
2240,False,False
2241,False,False
2242,False,True
2243,True,False
2244,False,False
2245,False,False
2246,False,False
2247,False,False
2248,False,False
2249,False,False
2250,False,False
2251,False,False
2252,False,True
2253,True,False
2254,False,False
2255,False,False
2256,False,False
2257,False,True
2258,True,False
2259,False,False
2260,False,False
2261,False,False
2262,False,True
2263,True,False
2264,False,False
2265,False,False
2266,False,False
2267,False,False
2268,False,True
2269,True,False
2270,False,False
2271,False,False
2272,False,False
2273,False,False
2274,False,False
2275,False,False
2276,False,True
2277,True,False
2278,False,False
2279,False,False
2280,False,False
2281,False,False
2282,False,False
2283,False,False
2284,False,False
2285,False,False
2286,False,False
2287,False,True
2288,True,False
2289,False,False
2290,False,False
2291,False,False
2292,False,True
2293,True,False
2294,False,False
2295,False,False
2296,False,False
2297,False,False
2298,False,False
2299,False,False
2300,False,True
2301,True,False
2302,False,False
2303,False,False
2304,False,False
2305,False,False
2306,False,False
2307,False,True
2308,True,False
2309,False,False
2310,False,False
2311,False,False
2312,False,False
2313,False,False
2314,False,False
2315,False,False
2316,False,False
2317,False,False
2318,False,True
2319,True,False
2320,False,False
2321,False,False
2322,False,False
2323,False,False
2324,False,False
2325,False,False
2326,False,True
2327,True,False
2328,False,False
2329,False,False
2330,False,False
2331,False,True
2332,True,False
2333,False,False
2334,False,False
2335,False,False
2336,False,False
2337,False,False
2338,False,False
2339,False,False
2340,False,False
2341,False,True
2342,True,False
2343,False,False
2344,False,False
2345,False,False
2346,False,True
2347,True,False
2348,False,False
2349,False,False
2350,False,False
2351,False,False
2352,False,True
2353,True,False
2354,False,False
2355,False,False
2356,False,False
2357,False,False
2358,False,False
2359,False,False
2360,False,True
2361,True,False
2362,False,False
2363,False,False
2364,False,False
2365,False,False
2366,False,False
2367,False,False
2368,False,False
2369,False,False
2370,False,True
2371,True,False
2372,False,False
2373,False,False
2374,False,False
2375,False,False
2376,False,False
2377,False,False
2378,False,False
2379,False,False
2380,False,True
2381,True,False
2382,False,False
2383,False,False
2384,False,False
2385,False,False
2386,False,False
2387,False,False
2388,False,False
2389,False,True
2390,True,False
2391,False,False
2392,False,False
2393,False,False
2394,False,False
2395,False,False
2396,False,False
2397,False,False
2398,False,False
2399,False,True
2400,True,False
2401,False,False
2402,False,False
2403,False,False
2404,False,False
2405,False,False
2406,False,False
2407,False,True
2408,True,False
2409,False,False
2410,False,False
2411,False,False
2412,False,False
2413,False,False
2414,False,False
2415,False,False
2416,False,False
2417,False,False
2418,False,True
2419,True,False
2420,False,False
2421,False,False
2422,False,False
2423,False,True
2424,True,False
2425,False,False
2426,False,False
2427,False,False
2428,False,False
2429,False,False
2430,False,False
2431,False,True
2432,True,False
2433,False,False
2434,False,False
2435,False,False
2436,False,False
2437,False,False
2438,False,False
2439,False,False
2440,False,False
2441,False,False
2442,False,True
2443,True,False
2444,False,False
2445,False,False
2446,False,False
2447,False,False
2448,False,True
2449,True,False
2450,False,False
2451,False,False
2452,False,False
2453,False,False
2454,False,False
2455,False,False
2456,False,True
2457,True,False
2458,False,False
2459,False,False
2460,False,False
2461,False,False
2462,False,False
2463,False,False
2464,False,False
2465,False,True
2466,True,False
2467,False,False
2468,False,False
2469,False,False
2470,False,False
2471,False,False
2472,False,True
2473,True,False
2474,False,False
2475,False,False
2476,False,False
2477,False,False
2478,False,False
2479,False,False
2480,False,False
2481,False,False
2482,False,False
2483,False,True
2484,True,False
2485,False,False
2486,False,False
2487,False,False
2488,False,False
2489,False,False
2490,False,True
2491,True,False
2492,False,False
2493,False,False
2494,False,False
2495,False,False
2496,False,False
2497,False,True
2498,True,False
2499,False,False
2500,False,False
2501,False,False
2502,False,False
2503,False,False
2504,False,False
2505,False,True
2506,True,False
2507,False,False
2508,False,False
2509,False,False
2510,False,False
2511,False,False
2512,False,False
2513,False,False
2514,False,False
2515,False,False
2516,False,True
2517,True,False
2518,False,False
2519,False,False
2520,False,False
2521,False,False
2522,False,False
2523,False,False
2524,False,False
2525,False,True
2526,True,False
2527,False,False
2528,False,False
2529,False,False
2530,False,False
2531,False,True
2532,True,False
2533,False,False
2534,False,False
2535,False,False
2536,False,False
2537,False,False
2538,False,False
2539,False,True
2540,True,False
2541,False,False
2542,False,False
2543,False,False
2544,False,False
2545,False,False
2546,False,False
2547,False,True
2548,True,False
2549,False,False
2550,False,False
2551,False,False
2552,False,True
2553,True,False
2554,False,False
2555,False,False
2556,False,False
2557,False,False
2558,False,False
2559,False,True
2560,True,False
2561,False,False
2562,False,False
2563,False,False
2564,False,False
2565,False,False
2566,False,False
2567,False,False
2568,False,False
2569,False,False
2570,False,True
2571,True,False
2572,False,False
2573,False,False
2574,False,False
2575,False,False
2576,False,False
2577,False,False
2578,False,False
2579,False,True
2580,True,False
2581,False,False
2582,False,False
2583,False,False
2584,False,False
2585,False,False
2586,False,False
2587,False,False
2588,False,False
2589,False,True
2590,True,False
2591,False,False
2592,False,False
2593,False,False
2594,False,False
2595,False,False
2596,False,False
2597,False,False
2598,False,True
2599,True,False
2600,False,False
2601,False,False
2602,False,False
2603,False,False
2604,False,False
2605,False,True
2606,True,False
2607,False,False
2608,False,False
2609,False,False
2610,False,False
2611,False,False
2612,False,True
2613,True,False
2614,False,False
2615,False,False
2616,False,False
2617,False,False
2618,False,False
2619,False,False
2620,False,False
2621,False,False
2622,False,False
2623,False,True
2624,True,False
2625,False,False
2626,False,False
2627,False,False
2628,False,False
2629,False,False
2630,False,True
2631,True,False
2632,False,False
2633,False,False
2634,False,False
2635,False,False
2636,False,False
2637,False,False
2638,False,True
2639,True,False
2640,False,False
2641,False,False
2642,False,False
2643,False,True
2644,True,False
2645,False,False
2646,False,False
2647,False,False
2648,False,False
2649,False,False
2650,False,False
2651,False,False
2652,False,True
2653,True,False
2654,False,False
2655,False,False
2656,False,False
2657,False,False
2658,False,False
2659,False,False
2660,False,False
2661,False,False
2662,False,True
2663,True,False
2664,False,False
2665,False,False
2666,False,False
2667,False,False
2668,False,False
2669,False,False
2670,False,True
2671,True,False
2672,False,False
2673,False,False
2674,False,False
2675,False,False
2676,False,False
2677,False,False
2678,False,True
2679,True,False
2680,False,False
2681,False,False
2682,False,False
2683,False,False
2684,False,False
2685,False,False
2686,False,False
2687,False,False
2688,False,True
2689,True,False
2690,False,False
2691,False,False
2692,False,False
2693,False,True
2694,True,False
2695,False,False
2696,False,False
2697,False,False
2698,False,False
2699,False,False
2700,False,False
2701,False,False
2702,False,True
2703,True,False
2704,False,False
2705,False,False
2706,False,False
2707,False,False
2708,False,False
2709,False,False
2710,False,False
2711,False,False
2712,False,False
2713,False,True
2714,True,False
2715,False,False
2716,False,False
2717,False,False
2718,False,False
2719,False,False
2720,False,False
2721,False,False
2722,False,True
2723,True,False
2724,False,False
2725,False,False
2726,False,False
2727,False,False
2728,False,False
2729,False,False
2730,False,False
2731,False,False
2732,False,True
2733,True,False
2734,False,False
2735,False,False
2736,False,False
2737,False,False
2738,False,False
2739,False,False
2740,False,True
2741,True,False
2742,False,False
2743,False,False
2744,False,False
2745,False,False
2746,False,False
2747,False,False
2748,False,False
2749,False,True
2750,True,False
2751,False,False
2752,False,False
2753,False,False
2754,False,False
2755,False,False
2756,False,False
2757,False,False
2758,False,True
2759,True,False
2760,False,False
2761,False,False
2762,False,False
2763,False,False
2764,False,False
2765,False,False
2766,False,True
2767,True,False
2768,False,False
2769,False,False
2770,False,False
2771,False,True
2772,True,False
2773,False,False
2774,False,False
2775,False,False
2776,False,False
2777,False,False
2778,False,False
2779,False,False
2780,False,False
2781,False,True
2782,True,False
2783,False,False
2784,False,False
2785,False,False
2786,False,False
2787,False,False
2788,False,False
2789,False,False
2790,False,False
2791,False,False
2792,False,True
2793,True,False
2794,False,False
2795,False,False
2796,False,False
2797,False,False
2798,False,False
2799,False,False
2800,False,False
2801,False,False
2802,False,False
2803,False,True
2804,True,False
2805,False,False
2806,False,False
2807,False,False
2808,False,False
2809,False,False
2810,False,False
2811,False,False
2812,False,True
2813,True,False
2814,False,False
2815,False,False
2816,False,False
2817,False,False
2818,False,False
2819,False,False
2820,False,False
2821,False,False
2822,False,True
2823,True,False
2824,False,False
2825,False,False
2826,False,False
2827,False,False
2828,False,False
2829,False,False
2830,False,False
2831,False,False
2832,False,False
2833,False,True
2834,True,False
2835,False,False
2836,False,False
2837,False,False
2838,False,False
2839,False,True
2840,True,False
2841,False,False
2842,False,False
2843,False,False
2844,False,False
2845,False,False
2846,False,False
2847,False,False
2848,False,True
2849,True,False
2850,False,False
2851,False,False
2852,False,False
2853,False,False
2854,False,False
2855,False,True
2856,True,False
2857,False,False
2858,False,False
2859,False,False
2860,False,False
2861,False,False
2862,False,True
2863,True,False
2864,False,False
2865,False,False
2866,False,False
2867,False,False
2868,False,False
2869,False,False
2870,False,False
2871,False,False
2872,False,True
2873,True,False
2874,False,False
2875,False,False
2876,False,False
2877,False,False
2878,False,False
2879,False,False
2880,False,True
2881,True,False
2882,False,False
2883,False,False
2884,False,False
2885,False,False
2886,False,False
2887,False,False
2888,False,False
2889,False,True
2890,True,False
2891,False,False
2892,False,False
2893,False,False
2894,False,False
2895,False,False
2896,False,False
2897,False,True
2898,True,False
2899,False,False
2900,False,False
2901,False,False
2902,False,False
2903,False,False
2904,False,False
2905,False,True
2906,True,False
2907,False,False
2908,False,False
2909,False,False
2910,False,False
2911,False,False
2912,False,False
2913,False,True
2914,True,False
2915,False,False
2916,False,False
2917,False,False
2918,False,False
2919,False,False
2920,False,False
2921,False,False
2922,False,False
2923,False,False
2924,False,True
2925,True,False
2926,False,False
2927,False,False
2928,False,False
2929,False,False
2930,False,False
2931,False,False
2932,False,False
2933,False,False
2934,False,True
2935,True,False
2936,False,False
2937,False,False
2938,False,False
2939,False,False
2940,False,False
2941,False,False
2942,False,False
2943,False,False
2944,False,False
2945,False,True
2946,True,False
2947,False,False
2948,False,False
2949,False,False
2950,False,False
2951,False,False
2952,False,False
2953,False,True
2954,True,False
2955,False,False
2956,False,False
2957,False,False
2958,False,False
2959,False,True
2960,True,False
2961,False,False
2962,False,False
2963,False,False
2964,False,False
2965,False,False
2966,False,False
2967,False,False
2968,False,False
2969,False,False
2970,False,True
2971,True,False
2972,False,False
2973,False,False
2974,False,False
2975,False,False
2976,False,False
2977,False,True
2978,True,False
2979,False,False
2980,False,False
2981,False,False
2982,False,False
2983,False,False
2984,False,False
2985,False,False
2986,False,True
2987,True,False
2988,False,False
2989,False,False
2990,False,False
2991,False,False
2992,False,False
2993,False,False
2994,False,False
2995,False,False
2996,False,True
2997,True,False
2998,False,False
2999,False,False
3000,False,False
3001,False,False
3002,False,False
3003,False,False
3004,False,False
3005,False,True
3006,True,False
3007,False,False
3008,False,False
3009,False,False
3010,False,False
3011,False,False
3012,False,False
3013,False,False
3014,False,False
3015,False,True
3016,True,False
3017,False,False
3018,False,False
3019,False,False
3020,False,True
3021,True,False
3022,False,False
3023,False,False
3024,False,False
3025,False,False
3026,False,True
3027,True,False
3028,False,False
3029,False,False
3030,False,False
3031,False,False
3032,False,False
3033,False,False
3034,False,False
3035,False,True
3036,True,False
3037,False,False
3038,False,False
3039,False,False
3040,False,False
3041,False,True
3042,True,False
3043,False,False
3044,False,False
3045,False,False
3046,False,False
3047,False,False
3048,False,False
3049,False,False
3050,False,False
3051,False,True
3052,True,False
3053,False,False
3054,False,False
3055,False,False
3056,False,False
3057,False,False
3058,False,False
3059,False,False
3060,False,False
3061,False,True
3062,True,False
3063,False,False
3064,False,False
3065,False,False
3066,False,False
3067,False,True
3068,True,False
3069,False,False
3070,False,False
3071,False,False
3072,False,True
3073,True,False
3074,False,False
3075,False,False
3076,False,False
3077,False,False
3078,False,True
3079,True,False
3080,False,False
3081,False,False
3082,False,False
3083,False,False
3084,False,True
3085,True,False
3086,False,False
3087,False,False
3088,False,False
3089,False,False
3090,False,False
3091,False,False
3092,False,False
3093,False,False
3094,False,False
3095,False,True
3096,True,False
3097,False,False
3098,False,False
3099,False,False
3100,False,False
3101,False,True
3102,True,False
3103,False,False
3104,False,False
3105,False,False
3106,False,False
3107,False,False
3108,False,False
3109,False,False
3110,False,True
3111,True,False
3112,False,False
3113,False,False
3114,False,False
3115,False,False
3116,False,False
3117,False,False
3118,False,False
3119,False,True
3120,True,False
3121,False,False
3122,False,False
3123,False,False
3124,False,False
3125,False,False
3126,False,False
3127,False,False
3128,False,False
3129,False,True
3130,True,False
3131,False,False
3132,False,False
3133,False,False
3134,False,False
3135,False,False
3136,False,False
3137,False,False
3138,False,True
3139,True,False
3140,False,False
3141,False,False
3142,False,False
3143,False,False
3144,False,False
3145,False,False
3146,False,False
3147,False,True
3148,True,False
3149,False,False
3150,False,False
3151,False,False
3152,False,False
3153,False,True
3154,True,False
3155,False,False
3156,False,False
3157,False,False
3158,False,False
3159,False,True
3160,True,False
3161,False,False
3162,False,False
3163,False,False
3164,False,True
3165,True,False
3166,False,False
3167,False,False
3168,False,False
3169,False,False
3170,False,True
3171,True,False
3172,False,False
3173,False,False
3174,False,False
3175,False,False
3176,False,False
3177,False,True
3178,True,False
3179,False,False
3180,False,False
3181,False,False
3182,False,False
3183,False,False
3184,False,True
3185,True,False
3186,False,False
3187,False,False
3188,False,False
3189,False,True
3190,True,False
3191,False,False
3192,False,False
3193,False,False
3194,False,False
3195,False,False
3196,False,False
3197,False,True
3198,True,False
3199,False,False
3200,False,False
3201,False,False
3202,False,True
3203,True,False
3204,False,False
3205,False,False
3206,False,False
3207,False,False
3208,False,False
3209,False,False
3210,False,False
3211,False,True
3212,True,False
3213,False,False
3214,False,False
3215,False,False
3216,False,False
3217,False,False
3218,False,False
3219,False,False
3220,False,False
3221,False,False
3222,False,True
3223,True,False
3224,False,False
3225,False,False
3226,False,False
3227,False,False
3228,False,False
3229,False,True
3230,True,False
3231,False,False
3232,False,False
3233,False,False
3234,False,False
3235,False,False
3236,False,True
3237,True,False
3238,False,False
3239,False,False
3240,False,False
3241,False,False
3242,False,False
3243,False,False
3244,False,False
3245,False,False
3246,False,True
3247,True,False
3248,False,False
3249,False,False
3250,False,False
3251,False,False
3252,False,False
3253,False,True
3254,True,False
3255,False,False
3256,False,False
3257,False,False
3258,False,False
3259,False,False
3260,False,False
3261,False,False
3262,False,True
3263,True,False
3264,False,False
3265,False,False
3266,False,False
3267,False,False
3268,False,False
3269,False,False
3270,False,False
3271,False,False
3272,False,False
3273,False,True
3274,True,False
3275,False,False
3276,False,False
3277,False,False
3278,False,False
3279,False,False
3280,False,False
3281,False,False
3282,False,True
3283,True,False
3284,False,False
3285,False,False
3286,False,False
3287,False,False
3288,False,True
3289,True,False
3290,False,False
3291,False,False
3292,False,False
3293,False,False
3294,False,False
3295,False,False
3296,False,False
3297,False,False
3298,False,False
3299,False,True
3300,True,False
3301,False,False
3302,False,False
3303,False,False
3304,False,True
3305,True,False
3306,False,False
3307,False,False
3308,False,False
3309,False,False
3310,False,False
3311,False,True
3312,True,False
3313,False,False
3314,False,False
3315,False,False
3316,False,False
3317,False,True
3318,True,False
3319,False,False
3320,False,False
3321,False,False
3322,False,False
3323,False,False
3324,False,True
3325,True,False
3326,False,False
3327,False,False
3328,False,False
3329,False,True
3330,True,False
3331,False,False
3332,False,False
3333,False,False
3334,False,False
3335,False,False
3336,False,False
3337,False,False
3338,False,False
3339,False,True
3340,True,False
3341,False,False
3342,False,False
3343,False,False
3344,False,False
3345,False,False
3346,False,False
3347,False,False
3348,False,True
3349,True,False
3350,False,False
3351,False,False
3352,False,False
3353,False,False
3354,False,False
3355,False,True
3356,True,False
3357,False,False
3358,False,False
3359,False,False
3360,False,False
3361,False,True
3362,True,False
3363,False,False
3364,False,False
3365,False,False
3366,False,True
3367,True,False
3368,False,False
3369,False,False
3370,False,False
3371,False,False
3372,False,False
3373,False,False
3374,False,False
3375,False,False
3376,False,False
3377,False,True
3378,True,False
3379,False,False
3380,False,False
3381,False,False
3382,False,False
3383,False,False
3384,False,False
3385,False,True
3386,True,False
3387,False,False
3388,False,False
3389,False,False
3390,False,True
3391,True,False
3392,False,False
3393,False,False
3394,False,False
3395,False,True
3396,True,False
3397,False,False
3398,False,False
3399,False,False
3400,False,False
3401,False,False
3402,False,False
3403,False,False
3404,False,False
3405,False,True
3406,True,False
3407,False,False
3408,False,False
3409,False,False
3410,False,False
3411,False,False
3412,False,False
3413,False,False
3414,False,False
3415,False,True
3416,True,False
3417,False,False
3418,False,False
3419,False,False
3420,False,False
3421,False,False
3422,False,False
3423,False,False
3424,False,False
3425,False,False
3426,False,True
3427,True,False
3428,False,False
3429,False,False
3430,False,False
3431,False,False
3432,False,False
3433,False,False
3434,False,False
3435,False,False
3436,False,True
3437,True,False
3438,False,False
3439,False,False
3440,False,False
3441,False,False
3442,False,False
3443,False,True
3444,True,False
3445,False,False
3446,False,False
3447,False,False
3448,False,False
3449,False,False
3450,False,False
3451,False,False
3452,False,False
3453,False,False
3454,False,True
3455,True,False
3456,False,False
3457,False,False
3458,False,False
3459,False,True
3460,True,False
3461,False,False
3462,False,False
3463,False,False
3464,False,False
3465,False,False
3466,False,False
3467,False,False
3468,False,False
3469,False,True
3470,True,False
3471,False,False
3472,False,False
3473,False,False
3474,False,False
3475,False,False
3476,False,False
3477,False,True
3478,True,False
3479,False,False
3480,False,False
3481,False,False
3482,False,False
3483,False,False
3484,False,False
3485,False,False
3486,False,True
3487,True,False
3488,False,False
3489,False,False
3490,False,False
3491,False,False
3492,False,False
3493,False,False
3494,False,False
3495,False,False
3496,False,True
3497,True,False
3498,False,False
3499,False,False
3500,False,False
3501,False,False
3502,False,True
3503,True,False
3504,False,False
3505,False,False
3506,False,False
3507,False,True
3508,True,False
3509,False,False
3510,False,False
3511,False,False
3512,False,False
3513,False,False
3514,False,False
3515,False,False
3516,False,False
3517,False,True
3518,True,False
3519,False,False
3520,False,False
3521,False,False
3522,False,False
3523,False,False
3524,False,False
3525,False,True
3526,True,False
3527,False,False
3528,False,False
3529,False,False
3530,False,False
3531,False,False
3532,False,False
3533,False,False
3534,False,False
3535,False,False
3536,False,True
3537,True,False
3538,False,False
3539,False,False
3540,False,False
3541,False,False
3542,False,False
3543,False,False
3544,False,True
3545,True,False
3546,False,False
3547,False,False
3548,False,False
3549,False,False
3550,False,False
3551,False,False
3552,False,False
3553,False,False
3554,False,False
3555,False,True
3556,True,False
3557,False,False
3558,False,False
3559,False,False
3560,False,True
3561,True,False
3562,False,False
3563,False,False
3564,False,False
3565,False,False
3566,False,False
3567,False,False
3568,False,True
3569,True,False
3570,False,False
3571,False,False
3572,False,False
3573,False,False
3574,False,True
3575,True,False
3576,False,False
3577,False,False
3578,False,False
3579,False,False
3580,False,False
3581,False,False
3582,False,False
3583,False,True
3584,True,False
3585,False,False
3586,False,False
3587,False,False
3588,False,False
3589,False,False
3590,False,False
3591,False,False
3592,False,True
3593,True,False
3594,False,False
3595,False,False
3596,False,False
3597,False,False
3598,False,False
3599,False,True
3600,True,False
3601,False,False
3602,False,False
3603,False,False
3604,False,False
3605,False,True
3606,True,False
3607,False,False
3608,False,False
3609,False,False
3610,False,False
3611,False,False
3612,False,False
3613,False,False
3614,False,False
3615,False,False
3616,False,True
3617,True,False
3618,False,False
3619,False,False
3620,False,False
3621,False,False
3622,False,False
3623,False,False
3624,False,False
3625,False,True
3626,True,False
3627,False,False
3628,False,False
3629,False,False
3630,False,True
3631,True,False
3632,False,False
3633,False,False
3634,False,False
3635,False,False
3636,False,False
3637,False,False
3638,False,False
3639,False,True
3640,True,False
3641,False,False
3642,False,False
3643,False,False
3644,False,False
3645,False,False
3646,False,False
3647,False,False
3648,False,False
3649,False,False
3650,False,True
3651,True,False
3652,False,False
3653,False,False
3654,False,False
3655,False,False
3656,False,True
3657,True,False
3658,False,False
3659,False,False
3660,False,False
3661,False,False
3662,False,False
3663,False,False
3664,False,False
3665,False,False
3666,False,True
3667,True,False
3668,False,False
3669,False,False
3670,False,False
3671,False,False
3672,False,False
3673,False,False
3674,False,False
3675,False,False
3676,False,True
3677,True,False
3678,False,False
3679,False,False
3680,False,False
3681,False,False
3682,False,True
3683,True,False
3684,False,False
3685,False,False
3686,False,False
3687,False,False
3688,False,False
3689,False,False
3690,False,False
3691,False,False
3692,False,False
3693,False,True
3694,True,False
3695,False,False
3696,False,False
3697,False,False
3698,False,True
3699,True,False
3700,False,False
3701,False,False
3702,False,False
3703,False,False
3704,False,True
3705,True,False
3706,False,False
3707,False,False
3708,False,False
3709,False,False
3710,False,False
3711,False,False
3712,False,False
3713,False,False
3714,False,False
3715,False,True
3716,True,False
3717,False,False
3718,False,False
3719,False,False
3720,False,False
3721,False,False
3722,False,False
3723,False,False
3724,False,True
3725,True,False
3726,False,False
3727,False,False
3728,False,False
3729,False,False
3730,False,False
3731,False,False
3732,False,False
3733,False,False
3734,False,True
3735,True,False
3736,False,False
3737,False,False
3738,False,False
3739,False,True
3740,True,False
3741,False,False
3742,False,False
3743,False,False
3744,False,False
3745,False,False
3746,False,False
3747,False,True
3748,True,False
3749,False,False
3750,False,False
3751,False,False
3752,False,False
3753,False,False
3754,False,False
3755,False,True
3756,True,False
3757,False,False
3758,False,False
3759,False,False
3760,False,False
3761,False,False
3762,False,True
3763,True,False
3764,False,False
3765,False,False
3766,False,False
3767,False,False
3768,False,False
3769,False,False
3770,False,False
3771,False,False
3772,False,True
3773,True,False
3774,False,False
3775,False,False
3776,False,False
3777,False,False
3778,False,False
3779,False,False
3780,False,False
3781,False,False
3782,False,True
3783,True,False
3784,False,False
3785,False,False
3786,False,False
3787,False,False
3788,False,False
3789,False,False
3790,False,False
3791,False,True
3792,True,False
3793,False,False
3794,False,False
3795,False,False
3796,False,True
3797,True,False
3798,False,False
3799,False,False
3800,False,False
3801,False,False
3802,False,False
3803,False,False
3804,False,True
3805,True,False
3806,False,False
3807,False,False
3808,False,False
3809,False,False
3810,False,False
3811,False,False
3812,False,False
3813,False,False
3814,False,True
3815,True,False
3816,False,False
3817,False,False
3818,False,False
3819,False,False
3820,False,False
3821,False,False
3822,False,True
3823,True,False
3824,False,False
3825,False,False
3826,False,False
3827,False,False
3828,False,True
3829,True,False
3830,False,False
3831,False,False
3832,False,False
3833,False,False
3834,False,True
3835,True,False
3836,False,False
3837,False,False
3838,False,False
3839,False,False
3840,False,False
3841,False,False
3842,False,False
3843,False,True
3844,True,False
3845,False,False
3846,False,False
3847,False,False
3848,False,False
3849,False,False
3850,False,False
3851,False,False
3852,False,False
3853,False,True
3854,True,False
3855,False,False
3856,False,False
3857,False,False
3858,False,False
3859,False,False
3860,False,False
3861,False,False
3862,False,False
3863,False,False
3864,False,True
3865,True,False
3866,False,False
3867,False,False
3868,False,False
3869,False,False
3870,False,False
3871,False,False
3872,False,False
3873,False,False
3874,False,False
3875,False,True
3876,True,False
3877,False,False
3878,False,False
3879,False,False
3880,False,False
3881,False,False
3882,False,False
3883,False,False
3884,False,True
3885,True,False
3886,False,False
3887,False,False
3888,False,False
3889,False,False
3890,False,False
3891,False,False
3892,False,False
3893,False,False
3894,False,True
3895,True,False
3896,False,False
3897,False,False
3898,False,False
3899,False,False
3900,False,False
3901,False,False
3902,False,False
3903,False,True
3904,True,False
3905,False,False
3906,False,False
3907,False,False
3908,False,False
3909,False,False
3910,False,False
3911,False,True
3912,True,False
3913,False,False
3914,False,False
3915,False,False
3916,False,False
3917,False,False
3918,False,False
3919,False,False
3920,False,False
3921,False,True
3922,True,False
3923,False,False
3924,False,False
3925,False,False
3926,False,False
3927,False,False
3928,False,True
3929,True,False
3930,False,False
3931,False,False
3932,False,False
3933,False,False
3934,False,True
3935,True,False
3936,False,False
3937,False,False
3938,False,False
3939,False,False
3940,False,False
3941,False,False
3942,False,True
3943,True,False
3944,False,False
3945,False,False
3946,False,False
3947,False,False
3948,False,False
3949,False,False
3950,False,True
3951,True,False
3952,False,False
3953,False,False
3954,False,False
3955,False,False
3956,False,False
3957,False,False
3958,False,False
3959,False,False
3960,False,False
3961,False,True
3962,True,False
3963,False,False
3964,False,False
3965,False,False
3966,False,False
3967,False,False
3968,False,False
3969,False,False
3970,False,False
3971,False,True
3972,True,False
3973,False,False
3974,False,False
3975,False,False
3976,False,True
3977,True,False
3978,False,False
3979,False,False
3980,False,False
3981,False,True
3982,True,False
3983,False,False
3984,False,False
3985,False,False
3986,False,False
3987,False,False
3988,False,True
3989,True,False
3990,False,False
3991,False,False
3992,False,False
3993,False,False
3994,False,False
3995,False,False
3996,False,True
3997,True,False
3998,False,False
3999,False,False
4000,False,False
4001,False,False
4002,False,False
4003,False,False
4004,False,False
4005,False,False
4006,False,False
4007,False,True
4008,True,False
4009,False,False
4010,False,False
4011,False,False
4012,False,False
4013,False,False
4014,False,False
4015,False,False
4016,False,True
4017,True,False
4018,False,False
4019,False,False
4020,False,False
4021,False,False
4022,False,False
4023,False,True
4024,True,False
4025,False,False
4026,False,False
4027,False,False
4028,False,False
4029,False,False
4030,False,True
4031,True,False
4032,False,False
4033,False,False
4034,False,False
4035,False,False
4036,False,False
4037,False,False
4038,False,False
4039,False,False
4040,False,False
4041,False,True
4042,True,False
4043,False,False
4044,False,False
4045,False,False
4046,False,False
4047,False,False
4048,False,False
4049,False,False
4050,False,False
4051,False,False
4052,False,True
4053,True,False
4054,False,False
4055,False,False
4056,False,False
4057,False,False
4058,False,False
4059,False,True
4060,True,False
4061,False,False
4062,False,False
4063,False,False
4064,False,False
4065,False,True
4066,True,False
4067,False,False
4068,False,False
4069,False,False
4070,False,False
4071,False,True
4072,True,False
4073,False,False
4074,False,False
4075,False,False
4076,False,False
4077,False,False
4078,False,False
4079,False,False
4080,False,False
4081,False,True
4082,True,False
4083,False,False
4084,False,False
4085,False,False
4086,False,True
4087,True,False
4088,False,False
4089,False,False
4090,False,False
4091,False,False
4092,False,False
4093,False,False
4094,False,True
4095,True,False
4096,False,False
4097,False,False
4098,False,False
4099,False,False
4100,False,False
4101,False,False
4102,False,False
4103,False,False
4104,False,True
4105,True,False
4106,False,False
4107,False,False
4108,False,False
4109,False,False
4110,False,False
4111,False,False
4112,False,False
4113,False,False
4114,False,True
4115,True,False
4116,False,False
4117,False,False
4118,False,False
4119,False,False
4120,False,False
4121,False,False
4122,False,True
4123,True,False
4124,False,False
4125,False,False
4126,False,False
4127,False,False
4128,False,False
4129,False,False
4130,False,False
4131,False,True
4132,True,False
4133,False,False
4134,False,False
4135,False,False
4136,False,False
4137,False,False
4138,False,False
4139,False,True
