resp_time,instance_count
299.352791878173,3
300.339869281046,3
363.834808259587,3
345.043715846995,3
399.64450867052,3
459.831615120275,3
433.304733727811,3
357.733118971061,3
395.260869565217,3
460.237288135593,3
354.842105263158,3
441.342560553633,3
445.911184210526,3
383.441717791411,3
414.190476190476,3
328.516233766234,3
345.832061068702,3
487.425,3
302.859275053305,3
288.097014925373,3
286.358803986711,3
345.252100840336,3
401.293333333333,3
339.731543624161,3
300.791563275434,3
287.18691588785,3
329.207943925234,3
376.388888888889,3
384.715170278638,3
406.750716332378,3
459.219941348974,3
302.680473372781,3
399.773134328358,3
404.174556213018,3
351.629976580796,3
362.46329113924,3
360.391780821918,3
317.174386920981,3
327.667638483965,3
346.890776699029,3
319.575949367089,3
496.670886075949,3
459.579335793358,3
423.795640326976,3
324.268229166667,3
268.190600522193,3
426.675889328063,3
456.002801120448,3
373.521951219512,3
324.640668523677,3
359.647058823529,3
394.699386503067,3
382.153652392947,3
329.704318936877,3
439.119565217391,3
340.564285714286,3
370.323529411765,3
382.898026315789,3
396.146276595745,3
362.599348534202,3
427.666666666667,3
513.299065420561,3
397.644670050761,3
278.522935779816,3
427.144385026738,3
321.963087248322,3
410.832713754647,3
